,destinationId,civitatis_name,counter,first_best,second_best,third_best
1987,3593,Premiá de Mar,1987,Premià de Mar,Lloret de Mar,Arenys de Mar
1988,3594,San Vicente dels Horts,1988,San Vicente de la Barquera,Sant Climent de Llobregat,San Vicente La Mesilla
1989,3595,Martorell,1989,Morella,Marbella,Meritxell
1990,3596,Catarroja,1990,Catarman,Catania,Castelsardo
1991,3597,Éibar,1991,Jimbaran,Ézaro,
1992,3598,San Andrés de la Barca,1992,San Pedro de la Paz,Sant Andreu de Llavaneres,San Vicente de la Barquera
1993,3599,Lebrija,1993,Lija,Umbria,Lleida
1994,3600,Lepe,1994,Lepe,Lecce,Lupeta
1995,3601,Villaviciosa de Odón,1995,Villaricos,,
1996,3602,Benicarló,1996,Benares,Benitachell,
1997,3603,Villarrobledo,1997,Algarrobo,Villar,Villaricos
1998,3604,Alcobendas,1998,Almendras,Arriondas,Alexandria
1999,3605,Camas,1999,Cangas,Chiapas,Tlamacas
2000,3606,Almazora,2000,Almora,Amlapura,Amarante
2001,3607,Villanueva de la Serena,2001,Villanueva de la Cañada,Vilanova de Sau,Valle de la Luna
2002,3608,Onda,2002,Ronda,Odesa,Kendwa
2003,3609,Marín,2003,Marken,Molarini,Marmagne
2004,3610,Navalcarnero,2004,Navalcán,Falciano,
2005,3611,Almansa,2005,Ansa,S'Almudaina,Aínsa
2006,3612,Valls,2006,Dallas,Viñales,Versailles
2007,3613,Pinhão,2007,Pingyao,Puno,
2008,3614,Rapallo,2008,,,
2009,3615,Ubrique,2009,Taibique,Umbria,Pirque
2010,3617,Montoro,2010,Montréal,Montreux,Mont-ral
2011,3618,Ferentino,2011,Fiorentino,Forțeni,Faetano
2012,3619,Anagni,2012,Anyang,Pangani,Arinaga
2013,3620,Pico,2013,Pisac,Portichol,Sichon
2014,3621,Pastena,2014,Pristina,Palencia,Pavilosta
2015,3622,Vallecorsa,2015,Vallter,Valletta,Valencia
2016,3623,Castro dei Volsci,2016,Castejón de Sos,Castropol,
2017,3624,Fumone,2017,,,
2018,3625,Alatri,2018,Amdari,Alexandria,Bari
2019,3626,Alvito,2019,Aveiro,Aitona,Albi
2020,3627,Atina,2020,Aitona,Arinaga,Ansa
2021,3628,Gaeta,2021,Gualta,Faetano,Valletta
2022,3629,Cassino,2022,Caladino,Cailungo,Corianino
2023,3630,Aquino,2023,Iquitos,Puno,
2024,3631,Veroli,2024,Verul,Verona,Berlin
2025,3632,Gualchos,2025,Maalhos,Nuévalos,Gallegos
2026,3633,Buñol,2026,Bol,,
2027,3634,Collepardo,2027,Cudillero,Toledo,Toledo
2028,3635,Casamari,2028,Kamari,Tamarit,Cascais
2029,3636,Almonaster la Real,2029,Monte la Reina,Castellar de la Ribera,
2030,3637,Linares de la Sierra,2030,Zahara de la Sierra,Mirador de la Sierra,Sant Carles de la Ràpita
2031,3638,Tampere,2031,Tampere,Tavertet,Tampa
2032,3640,Pola de Somiedo,2032,Toluca de Lerdo,,
2033,3641,Cannobio,2033,Canillo,Hanoi,
2034,3642,Torgiano,2034,Corianino,Toro,Trancoso
2035,3643,Los Antiguos,2035,Los Angeles,Los Cristianos,Los Pocitos
2036,3644,Perito Moreno,2036,Perito Moreno Glacier,Puerto Montt,Puerto Madryn
2037,3645,Queilen,2037,Quena,Quezon,Huedin
2038,3646,Chantilly,2038,Canillo,Changi,Islantilla
2039,3647,Reconquista,2039,Recoleta,,
2040,3648,Valle de Lago,2040,Valle de la Luna,Valle de Banderas,Sallent de Gállego
2041,3649,Torrestío,2041,Loreto,Forest,Tomares
2042,3650,La Serena,2042,Las Terrenas,Serekunda,La Virgen
2043,3651,Coquimbo,2043,Combarro,,
2044,3652,Vicuña,2044,Vitacura,Vic,Viñales
2045,3653,Pisco Elqui,2045,,,
2046,3654,Orizaba,2046,Ourika,Oia,
2047,3655,Fermoselle,2047,Eersel,Versailles,Farellones
2048,3656,Port Arthur,2048,Fort Worth,Puerto Aventura,
2049,3657,Frutillar,2049,Frutillar,Frutillar Bajo,Villar
2050,3658,Iquique,2050,Iquique,Pirque,
2051,3659,Copiapó,2051,Copiapó,,
2052,3660,Coyhaique,2052,Coyhaique,,
2053,3661,Fregenal de la Sierra,2053,Mirador de la Sierra,Zahara de la Sierra,Castellar de la Ribera
2054,3662,Zafra,2054,Zarqa,Zarauz,Nara
2055,3663,Listvyanka,2055,,,
2056,3664,Olkhon Island,2056,Olkhon Island,Saona Island,Bowen Island
2057,3665,Nidri,2057,Nairobi,Ngari,Nadur
2058,3666,Kampala,2058,Kampyli,Chapala,Tampa
2059,3667,Entebbe,2059,,,
2060,3668,Porto Belo,2060,Porto Moniz,Porto,Puerto Viejo
2061,3669,Bombinhas,2061,,,
2062,3670,Governador Celso Ramos,2062,,,
2063,3671,Antibes,2063,Anciles,Athens,
2064,3672,Murga,2064,Murcia,Murata,Orga
2065,3673,Miches,2065,Munich,Manchester,Motides
2066,3674,Terras do Bouro,2066,Barra do Bugres,,
2067,3675,Avellá,2067,Alcalá,,
2068,3676,Castelsaraceno,2068,Castelsardo,Catarman,Castellar de n'Hug
2069,3677,Colorado Springs,2069,Tarpon Springs,Palm Springs,
2070,3678,Amalfi,2070,Amdari,Akumal,Albi
2071,3679,Besanzón,2071,Busan,,
2072,3680,Queralbs,2072,Queralbs,Quena,Grabs
2073,3681,Novosibirsk,2073,Novosibirsk,,
2074,3682,San Cebrián de Mudá,2074,,,
2075,3683,Dorgali,2075,Doradal,Corgoloin,Dogana
2076,3684,Geelong,2076,Gyeongju,Mae Klong,Nelson
2077,3685,Lord Howe Island,2077,Lobos Island,Bowen Island,Bornholm Island
2078,3686,Neustift im Stubaital,2078,,,
2079,3687,Rebollar,2079,Rebollar,Recoleta,
2080,3688,Newcastle,2080,Belcastel,Seattle,
2081,3689,Folgosa,2081,Flores,,
2082,3690,Alange,2082,Alicante,Malang,Llanes
2083,3691,Cabezuela del Valle,2083,Cabezuela del Valle,Cuevas del Valle,Teotitlán del Valle
2084,3692,Casas del Castañar,2084,Casbas de Huesca,Las Casas de Alcanar,Calatañazor
2085,3693,S'Agaró,2085,S'Agaró,Agadir,
2086,3694,Peratallada,2086,Puerto Vallarta,Nalladai,
2087,3695,Fresno el Viejo,2087,,,
2088,3696,San Pedro Tlaquepaque,2088,San Pedro Tlaquepaque,San Pedro de la Paz,
2089,3697,Vinuesa,2089,Vinuesa,Vilnius,Gines
2090,3698,Ucero,2090,,,
2091,3699,Astún,2091,Astún,Aswan,
2092,3700,Candanchú,2092,Carnac,Cancún,Can Blanc
2093,3701,Canillo,2093,Canillo,Cagayancillo,Caniçal
2094,3702,Encamp,2094,Encamp,Esna,Enna
2095,3703,Ordino,2095,Ordino,Osorno,Orlando
2096,3704,La Massana,2096,La Massana,La Manga,Las Cascadas
2097,3705,Andorra la Vella,2097,Andorra la Vella,,
2098,3706,San Julià de Loria,2098,Sant Julià de Lòria,Sant Feliu de Llobregat,Sant Boi de Llobregat
2099,3707,El Romeral,2099,El Serrat,El Palmer,El Tor
2100,3708,Ullastret,2100,Ullastret,Utrecht,Lastres
2101,3709,Corcubión,2101,Covarrubias,,
2102,3710,Île de Ré,2102,,,
2103,3711,Analipsi,2103,Anapa,,
2104,3712,Malia,2104,Malay,Manila,Malang
2105,3713,Stalida,2105,Saldaña,Stari Bar,Savolinna
2106,3714,Kokkini Hani,2106,,,
2107,3715,Campo de Criptana,2107,Mar de Cristal,Cap de Barbaria,Cabo de Gata
2108,3716,Gouves,2108,Gures,Grouville,Gordes
2109,3718,Ammoudara,2109,Amdari,Almora,Amoudi Bay
2110,3719,Durango,2110,Tauranga,Dunhuang,Lugano
2111,3720,Chinchilla de Montearagón,2111,,,
2112,3721,Posadas,2112,Potsdam,Pardiñas,Nosara
2113,3722,Mo'orea,2113,Morella,Morelia,
2114,3723,Fort-de-France,2114,Florence,,
2115,3724,Herculano,2115,Orlando,,
2116,3725,Saint-Laurent-des-Combes,2116,,,
2117,3726,Astrakhan,2117,Astigarraga,,
2118,3727,Escalona,2118,Escaladei,Esna,Pamplona
2119,3728,Le Mans,2119,Leganés,La Manga,Manaus
2120,3729,Quimper ,2120,,,
2121,3730,Caen,2121,Cayena,Clarens,Cartagena
2122,3731,Inishmore,2122,Canmore,,
2123,3732,Inisheer,2123,,,
2124,3733,Inishmaan,2124,Indiana,,
2125,3734,Doolin,2125,Roslin,Dublin,Corgoloin
2126,3735,Monforte de Lemos,2126,Montejo de Tiermes,,
2127,3736,Kigali,2127,Kigomani,Kalami,Dingli
2128,3737,La Guingueta d'Àneu,2128,La Gineta,,
2129,3738,Ylläsjärvi,2129,,,
2130,3739,Skógar,2130,Skardu,S'Agaró,
2131,3740,San Vito Lo Capo,2131,San José del Cabo,San José de Maipo,
2132,3741,Priego de Córdoba,2132,Picos de Europa,Santiago de Cuba,
2133,3742,Hospitalet del Infante,2133,L'Hospitalet de Llobregat,Els Hostalets de Balenyà,
2134,3743,Zonda,2134,Ronda,Zaandam,Condado
2135,3744,Massa Lubrense,2135,,,
2136,3745,Porto de Galinhas,2136,Porto de Galinhas,Port de Pollença,Puerto Galera
2137,3746,João Pessoa,2137,,,
2138,3747,Fernando de Noronha,2138,,,
2139,3748,Jyväskylä,2139,Jyväskylä,,
2140,3749,Laukaa,2140,Luarca,Lefkada,Lagunas
2141,3750,Kuusa,2141,Kuta,Kula,Busan
2142,3751,Fuente Dé,2142,,,
2143,3752,Gournes,2143,Gures,Gordes,Girne
2144,3753,Anissaras,2144,Sassafras,Ankara,Ansa
2145,3754,Boltaña,2145,Boltaña,Bormla,Bol
2146,3755,Karteros,2146,Varadero,Faros,Barro
2147,3756,Syracuse,2147,Graus,,
2148,3757,Ravello,2148,Piandivello,,
2149,3758,San Carlos de la Rápita,2149,Sant Carles de la Ràpita,San Carlos de Bariloche,Santiago de la Ribera
2150,3759,Enciso,2150,Anciles,,
2151,3760,Arnedo,2151,Laredo,Agrelo,Orlando
2152,3761,Quel,2152,Queralbs,Quena,Puelo
2153,3762,Arnedillo,2153,Agrelo,Granadilla,Cercedilla
2154,3763,Barnaul,2154,Bernal,Banjul,Banaue
2155,3764,Yaroslavl,2155,,,
2156,3765,Gustavia,2156,Gustavia,Gaira,
2157,3766,Lampedusa,2157,,,
2158,3767,Guápiles,2158,Gures,Gines,
2159,3768,Sierra de los Padres,2159,Río de los Chilares,Ribera de Cardós,San Martin de los Andes
2160,3769,Saariselkä,2160,,,
2161,3770,Betanzos,2161,Faetano,Banyoles,Baros
2162,3771,Ribadeo,2162,Ribe,Bilbao,Ribadelago Nuevo
2163,3772,Cervera de Pisuerga,2163,,,
2164,3773,Bermeo,2164,Bergamo,Berge,Bierge
2165,3774,Arenas de San Pedro,2165,Arenas de San Pedro,Arenys de Mar,Vegas de San Esteban
2166,3775,Tarazona,2166,Tarragona,Tauranga,Trapeza
2167,3776,Solsona,2167,Bologna,Savolinna,Nelson
2168,3777,Cardona,2168,Cardonal,Carnac,Camprodon
2169,3778,Belmonte,2169,Belo Horizonte,Bargemon,
2170,3779,Bocairente,2170,Bucharest,,
2171,3780,Rute,2171,,,
2172,3781,Moratalla,2172,Morella,Murata,Portlligat
2173,3782,Osuna,2173,Ostuni,Esna,Misurina
2174,3783,Cercedilla,2174,Cercedilla,Serradilla,Sircilla
2175,3784,Alpedrete,2175,,,
2176,3785,Dalaman,2176,Salamanca,Kalmane,Palma
2177,3786,Windermere,2177,,,
2178,3787,Fethiye,2178,Fet,,
2179,3788,Dalyan,2179,Danyang,Malang,Kalkan
2180,3789,Göcek,2180,,,
2181,3790,Sarigerme,2181,Sagres,Sidemen,
2182,3791,Sainte-Luce,2182,Saint-Eustache,,
2183,3792,Les Trois Îlets,2183,,,
2184,3793,Delphi,2184,Delphi,Delhi,New Delhi
2185,3794,Vilasar de Dalt,2185,Vilanova de Sau,Vila Nova de Cacela,Villa de Valverde
2186,3795,Cangas del Narcea,2186,Candelaria,Cangas de Onís,Wangen an der Aare
2187,3796,Corias,2187,Soria,Coura,Comillas
2188,3797,Torres del Paine,2188,Torres del Paine,Torre del Ram,Torrent de Cala Pi
2189,3798,Saleres,2189,Saldes,Sagres,Skerries
2190,3799,Tequisquiapan ,2190,,,
2191,3800,La Vega,2191,La Vega,Las Vegas,Lagoa
2192,3801,Comitán de Domínguez,2192,Comitán de Domínguez,,
2193,3802,Viseu,2193,Vis,Verul,Lisse
2194,3803,Chantada,2194,Santana,Ratsada,Granada
2195,3804,Escaladei,2195,Escaladei,Les Escaldes,
2196,3805,Krasnoyarsk ,2196,,,
2197,3806,Veliki Nóvgorod,2197,,,
2198,3807,'s-Hertogenbosch,2198,,,
2199,3808,Acqui Terme,2199,,,
2200,3809,Isla Reunión,2200,Asunción,,
2201,3810,Villa Rica,2201,Villaricos,Villar,
2202,3811,Guijo de Granadilla,2202,Granadilla,,
2203,3812,Trévelez,2203,Trevelin,,
2204,3813,Wengen ,2204,Seengen,Bergen,
2205,3814,Grindelwald ,2205,Grindelwald,Trinidad,
2206,3815,Santo Domingo de Silos,2206,Santo Domingo de Silos,Santo Domingo,Santiago de Surco
2207,3816,Les Diablerets,2207,Las Galeras,Ses Bardetes,Les Clefs
2208,3817,Providence,2208,Providencia,Providencia Island,Aix-en-Provence
2209,3818,Sesquilé,2209,Sesué,Seoul,
2210,3819,Trouville-sur-Mer,2210,Grouville,,
2211,3820,Valoria la Buena,2211,Valle de la Luna,,
2212,3821,Trinidad,2212,Trinidad,Turaida,Trinity
2213,3822,Fonni,2213,Forțeni,Fontana,Bonnieux
2214,3823,Noto ,2214,Porto,Noord,Kyoto
2215,3824,Cesarò,2215,Cres,,
2216,3825,Avola,2216,Paola,Kolka,Evora
2217,3826,Trecastagni,2217,Terrasini,,
2218,3827,Ribera,2218,Ribe,Ribeirinha,Sa Riera
2219,3828,Ferla,2219,Ftericha,Fellbach,Verul
2220,3829,Fusagasugá,2220,,,
2221,3830,Jardín,2221,Jamundí,Jaén,Jaun
2222,3831,Mompox,2222,Mompox,Mokpo,Somo
2223,3832,Bolotana,2223,Boltaña,Bologna,Fontana
2224,3833,Villacidro,2224,Villar,Villaricos,Valladolid
2225,3834,Partinico,2225,Portichol,Princetown,
2226,3835,Reggio Calabria,2226,Poggio Casalino,,
2227,3836,Caltanissetta,2227,Catania,,
2228,3837,Palazzolo Acreide,2228,,,
2229,3838,Mamoiada,2229,Msida,,
2230,3839,Bova,2230,Bosa,Budva,Borșa
2231,3840,Gambarie,2231,Kamari,Cambridge,Tamarit
2232,3841,Pentedattilo,2232,Pimentel,,
2233,3842,Palmi,2233,Palma,Palomino,Pal
2234,3843,Nicolosi,2234,Milos,San Nicolaas,
2235,3844,Racalmuto,2235,,,
2236,3845,Almadén,2236,Amman,Almora,
2237,3846,Bern,2237,Bern,Bernal,Berlin
2238,3847,Belek,2238,Melk,Baalbek,Belgrade
2239,3848,Kemer,2239,,,
2240,3849,Lalibela ,2240,Calella,,
2241,3850,Leiria,2241,Leticia,Ligia,Lleida
2242,3851,Putre ,2242,Puteaux,,
2243,3852,Antofagasta ,2243,Antofagasta,,
2244,3853,Reñaca ,2244,,,
2245,3854,Concón ,2245,Donón,Cancún,
2246,3855,Potrerillos ,2246,Zorritos,Fornells,
2247,3856,Órgiva,2247,Orga,,
2248,3857,Palma del Río,2248,Castellar del Riu,,
2249,3858,Ribera del Fresno,2249,Ribes de Freser,Ribera de Cardós,
2250,3859,Valença,2250,Valencia,Vale,Volendam
2251,3860,Oświęcim,2251,,,
2252,3861,Yepes,2252,Lepe,Yeghegis,Yeosu
2253,3862,Albelda de Iregua,2253,,,
2254,3863,Ribeira Grande,2254,Ribeira da Janela,Quinta Grande,Ribera de Cardós
2255,3864,Pesués ,2255,Sesué,,
2256,3865,Vega de Pas,2256,Venta de Baños,Venta de Urbasa,Vegas de San Esteban
2257,3866,El Toboso,2257,El Torno,El Tor,El Paso
2258,3867,Medina de Rioseco,2258,,,
2259,3868,Vila Viçosa,2259,Villaricos,,
2260,3869,Barbastro,2260,Barbastro,Barro,Bristol
2261,3870,Asque,2261,Benasque,,
2262,3871,Ágios Nikolaos,2262,Agios Ermolaos,Agios Epiktitos,Los Llaos
2263,3872,Futaleufú,2263,Futaleufú,,
2264,3873,Arica,2264,Arica,Arinaga,Agra
2265,3874,Sabbioneta,2265,Savaneta,La Gineta,Sintra
2266,3875,Aci Castello,2266,El Castillo,Castellet,Castel
2267,3876,Soto de Cangas,2267,Porto de Galinhas,Salto de Agua,Hoyo de Manzanares
2268,3877,Da Lat,2268,Dana,,
2269,3878,Lousã,2269,Lagos,,
2270,3879,Cantanhede,2270,Santander,,
2271,3880,Luso,2271,Luxor,Guaso,Cusco
2272,3881,Anadia,2272,Anapa,Ankara,Agadir
2273,3882,Miranda do Corvo,2273,Mairena del Alcor,,
2274,3883,Figueira da Foz,2274,Figueira da Foz,,
2275,3884,Ocenilla ,2275,Cercedilla,Melilla,
2276,3885,Myra,2276,Manyara,Maras,Mérida
2277,3886,Aguascalientes ,2277,Aguascalientes,Aguas Calientes,
2278,3887,Ostia Antica,2278,,,
2279,3888,Arganil,2279,Artagnan,Marganell,Manila
2280,3889,Kostroma,2280,Kolomyya,Mosta,Kyoto
2281,3890,Carcastillo,2281,El Castillo,Canillo,Carcassonne
2282,3891,Munnar,2282,Munxar,Mount Etna,Menznau
2283,3892,San Bartolo,2283,Manarola,Santa Coloma,Stari Bar
2284,3893,Ras al-Khaimah,2284,Ras al-Jaima,,
2285,3894,Bardolino,2285,Bandoli,Ordino,Berlin
2286,3895,Mascota,2286,Masca,Mosta,Masua
2287,3896,Cauterets,2287,Castellet,Lastres,Cáceres
2288,3897,Arroyo ,2288,Algarrobo,Airolo,Arroyo Agua Azul
2289,3898,Kiruna,2289,Kiruna,Kaunas,Girona
2290,3899,Ezquioga ,2290,,,
2291,3900,Vila Real de Santo António,2291,Vila Real de Santo António,Villarreal de San Carlos,
2292,3901,Silvia ,2292,Sliema,,
2293,3902,Manado,2293,Manadhoo,Mandhoo,Manarola
2294,3903,Nuoro,2294,Toro,Porto,Noord
2295,3904,Favara,2295,Havana,Panagra,Manyara
2296,3905,San Giovanni Suergiu,2296,,,
2297,3906,Birmingham,2297,Ribeirinha,,
2298,3907,Almonte,2298,Amarante,Alicante,Almora
2299,3908,Albacete,2299,Agaete,Cabarete,Alicante
2300,3909,Matalascañas,2300,Matamata,,
2301,3910,Valdivia,2301,Valdivia,Vardzia,Vasileia
2302,3911,Porto Santo Stefano,2302,Porto Santo Stefano,,
2303,3912,Salaverry,2303,San Javier,,
2304,3913,Nukus,2304,,,
2305,3914,Bahía Solano,2305,,,
2306,3915,Saint Andrews,2306,St. Andrew,San Andrés,Sant'Andrea
2307,3916,Volterra,2307,Vallter,Montserrat,Montserrat
2308,3917,Montalcino,2308,Montegiardino,Montréal,Mont-ral
2309,3918,Arezzo,2309,Agrelo,,
2310,3919,San Quirico d’Orcia,2310,,,
2311,3920,Karlsruhe ,2311,,,
2312,3921,Peulla ,2312,Puebla,,
2313,3922,Rouen ,2313,Rome,,
2314,3923,Ait Ben Haddou,2314,,,
2315,3924,Fusina,2315,Finya,Fustat,Fujinomiya
2316,3925,Comodoro Rivadavia,2316,,,
2317,3926,Poggiorsini,2317,Poggio Casalino,Podgorica,
2318,3927,Mucientes,2318,Aguascalientes,Meknes,Lucerne
2319,3928,Medulin ,2319,Medellín,Mdina,Dedin
2320,3929,Nerano ,2320,,,
2321,3930,Calasparra ,2321,Galapagar,,
2322,3931,Penafiel,2322,Pimentel,,
2323,3932,Villanueva del Arzobispo,2323,,,
2324,3933,Collado Mediano,2324,Caladino,,
2325,3934,Bemposta,2325,Amposta,Templos,Bosa
2326,3935,Felgueiras ,2326,Figueres,Fgura,Figueira da Foz
2327,3936,Reinosa,2327,Reinach,Reims,Rennes
2328,3937,Borba,2328,Borșa,Bukoba,Bormla
2329,3938,Estremoz,2329,,,
2330,3939,Valencia de Alcántara,2330,Mairena del Aljarafe,Mairena del Alcor,
2331,3940,Covilhã,2331,,,
2332,3941,Flores Island,2332,Fraser Island,Lobos Island,Bowen Island
2333,3942,Pirque,2333,Pirque,Prague,Porqueres
2334,3943,Almusafes  ,2334,,,
2335,3944,San Salvador de Alesga,2335,Salto de Agua,Santa Maria de Besora,Sant Boi de Llobregat
2336,3945,Colunga,2336,Colunga,Coura,Cailungo
2337,3946,Corvo Island,2337,Lobos Island,Bornholm Island,Big Corn Island
2338,3947,Isla de Arosa,2338,Isla Mujeres,Isla Cristina,
2339,3948,El Saler,2339,El Palmer,El Salto,El Tarter
2340,3949,Alcaraz,2340,Amlapura,Al Karak,Aarau
2341,3950,San Agustín,2341,San Agustín,San Luis,
2342,3951,Stechelberg,2342,Heidelberg,Feldberg,
2343,3952,Chiusdino,2343,Chiesanuova,,
2344,3953,Ilhabela,2344,Ilhabela,Marbella,Alajuela
2345,3954,Cabra Corral,2345,La Conreria,Cala Morell,Cardonal
2346,3955,San Lorenzo,2346,San Lawrenz,San Lorenzo Albarradas,San Alfonso
2347,3956,Argüeso,2347,Agüimes,Bruges,Agrelo
2348,3957,Augsburgo,2348,,,
2349,3958,Sal Rei,2349,Sa Riera,Saldes,Salcea
2350,3959,Vidago,2350,Valdragone,Chicago,
2351,3960,Llerena,2351,Las Terrenas,Serekunda,Verona
2352,3961,Stonglandseidet ,2352,,,
2353,3962,Oeiras,2353,Odemira,Perast,Oia
2354,3963,Montreux,2354,Montreux,Montezuma,Montseny
2355,3964,Chamonix-Mont-Blanc,2355,,,
2356,3965,San Ramón,2356,San Raymundo,Sangamner,San Ġwann
2357,3966,Pasto,2357,Perast,Pals,La Pastora
2358,3967,Villavicencio,2358,Villaricos,,
2359,3968,Popayán,2359,Popoyo,,
2360,3969,Riópar,2360,,,
2361,3970,Mula,2361,Kula,Milan,Malay
2362,3971,Basel,2362,Basel,Bassella,Castel
2363,3972,Tampico ,2363,Tampa,Hampi,
2364,3973,Baltimore,2364,Canmore,,
2365,3974,Murillo,2365,Trujillo,Milos,Urquillos
2366,3975,El Palmar,2366,El Palmer,Palma,El Pangal
2367,3976,Arouca,2367,Arona,Arica,Arusha
2368,3977,Norfolk,2368,,,
2369,3978,Atananarivo,2369,Artagnan,,
2370,3979,Bullas,2370,Dallas,Blanes,Bellapais
2371,3980,Pozo Alcón,2371,,,
2372,3981,Castril,2372,Castel,Castropol,El Castillo
2373,3982,Anna,2373,Enna,Ansa,Aínsa
2374,3983,Manzanares el Real,2374,Hontanares de Eresma,,
2375,3984,La Palma del Condado,2375,Las Palmas de Gran Canaria,,
2376,3985,Fuencaliente,2376,Aguascalientes,Fuensanta,Funchal
2377,3986,Almodóvar del Campo,2377,,,
2378,3987,Minas del Horcajo,2378,Mairena del Alcor,Bocas del Toro,
2379,3988,Pedreña ,2379,Pedrera,Pedreira,Pereira
2380,3989,Leidschendam,2380,,,
2381,3990,Klosterneuburg,2381,Klosterneuburg,Gothenburg,
2382,3991,Concepción,2382,,,
2383,3992,Duala,2383,Gualta,Dallas,Qala
2384,3993,Guadarrama,2384,Gurugram,Guadalajara,Guardalavaca
2385,3994,Miraflores de la Sierra,2385,Mirador de la Sierra,Zahara de la Sierra,Palos de la Frontera
2386,3995,Soto del Real,2386,Santiago de la Ribera,Torre del Ram,Salto de Agua
2387,3996,Piedralaves,2387,Piedralaves,Peroulades,
2388,3997,Torregamones ,2388,Toñanes,,
2389,3998,Ciénaga,2389,Arinaga,Cangas,
2390,3999,Otavalo ,2390,Otavalo,,
2391,4000,Cartaxo,2391,Carlton,Cartagena,Cartagena
2392,4001,El Peñón,2392,El Peñol,El Retén,
2393,4002,Galera,2393,Gaira,Las Galeras,Salcea
2394,4003,Ortiguero,2394,,,
2395,4004,La Herradura,2395,Playa Herradura,La Adrada,Paradera
2396,4005,Eskifjörður,2396,Seyðisfjörður,,
2397,4006,Breiðdalsvík,2397,,,
2398,4007,Seyðisfjörður,2398,Seyðisfjörður,,
2399,4008,Djúpivogur,2399,,,
2400,4009,Mindelo,2400,Piandivello,Milos,
2401,4010,Morondava,2401,,,
2402,4011,Övertorneå,2402,,,
2403,4012,Tórshavn,2403,,,
2404,4013,Trøllanes,2404,Llanes,Blanes,Farellones
2405,4014,Sørvágur,2405,,,
2406,4015,Fuentidueña,2406,Fuentidueña de Tajo,,
2407,4016,San Miguel de Bernuy,2407,Sant Miquel de Balenyà,San Miguel de Allende,San Miguel
2408,4017,Almaraz ,2408,Almora,Amlapura,Amarante
2409,4018,Magdalena de Kino,2409,,,
2410,4019,Castilléjar,2410,El Castillo,Castelsardo,Valdastillas
2411,4020,Ciudad Obregón,2411,Ciudad Juarez,,
2412,4021,Varmahlíð,2412,,,
2413,4022,Santa Domenica di Ricadi,2413,Santa Monica,,
2414,4023,Nicotera,2414,Nice,Victoria,Victoria
2415,4024,Vevey ,2415,Vevey,,
2416,4025,Malang,2416,Malang,Milan,Malay
2417,4026,Palau,2417,Paola,Palma,Pal
2418,4027,Oruro,2418,Barro,,
2419,4028,Lisdoonvarna,2419,Kinvara,,
2420,4029,Leenaun,2420,Lesignano,Lembongan,Leshan
2421,4030,El Palmar Valencia,2421,Valencia,Palencia,El Palmar de Vejer
2422,4031,Asti ,2422,Astún,,
2423,4032,Sciacca ,2423,,,
2424,4033,Torrox,2424,Toro,Tourlos,Toronto
2425,4034,Puerto Bertrand,2425,Puerto Aventura,Puerto Galera,Puerto Varas
2426,4035,Puerto Tranquilo,2426,Puerto Río Tranquilo,Puerto San José,Puerto Viejo
2427,4036,Desenzano del Garda,2427,,,
2428,4037,Fribourg,2428,Fribourg,,
2429,4038,Oxapampa,2429,Tampa,,
2430,4039,Cabra,2430,Canberra,Carnac,Camber
2431,4040,Monticelli Brusati,2431,Monte Cristi,Monticello,Montpellier
2432,4041,Punta Sal,2432,Punta Cana,Punta Ballena,Punta Prieta
2433,4042,Saint-Remèze,2433,,,
2434,4043,Monçao ,2434,Monsanto,,
2435,4044,Salvatierra de Miño,2435,,,
2436,4045,Argelès-sur-Mer,2436,Auvers-sur-Oise,,
2437,4046,Alcántara ,2437,Ankara,,
2438,4047,Edzná,2438,,,
2439,4048,Ek Balam,2439,,,
2440,4049,Toluca ,2440,Toluca de Lerdo,,
2441,4050,Kantemó,2441,,,
2442,4051,Thuir,2442,Thun,Traquair,Tigre
2443,4052,Cases-de-Pène,2443,,,
2444,4053,Tekal de Venegas,2444,Valle de Banderas,,
2445,4054,Limone sul Garda,2445,,,
2446,4055,Frontera ,2446,Montserrat,Montserrat,Fontana
2447,4056,Fauske,2447,Feakes,Fafe,
2448,4057,Éfeso,2448,,,
2449,4058,La Guardia,2449,Las Galeras,La Savina,La Gineta
2450,4059,Chile Chico,2450,Chile Chico,,
2451,4060,Puerto Williams,2451,Puerto Williams,Puerto Villamil,Puerto Varas
2452,4061,Mallín Grande,2452,Vargem Grande,Quinta Grande,Marine Parade
2453,4062,Porvoo,2453,Provo,Porto,Popoyo
2454,4063,Vestman Islands,2454,Pemba Island,Similan Islands,Batanes Islands
2455,4064,Vera ,2455,Versam,Verona,Verul
2456,4065,Gaucín,2456,Jaun,,
2457,4066,Yazd ,2457,Yaiza,,
2458,4067,Tabriz,2458,Thab Prik,Tarifa,Tarxien
2459,4068,La Rivière,2459,La Virgen,,
2460,4069,Sassenage,2460,Senglea,Seengen,
2461,4070,Saint-Gervais,2461,Sintra,,
2462,4071,Poros,2462,Porto,Tourlos,Toro
2463,4072,Rascafría,2463,Sassafras,Ratsada,
2464,4073,Garda,2464,Gaira,Garraf,Vardzia
2465,4074,Malcesine,2465,Manchester,Mae Win,Maple Ridge
2466,4075,Brenzone,2466,Brienz,Brno,Bargemon
2467,4076,Torbole,2467,Toro,Moroleón,Toledo
